AgeGroup,CI_Proportion_Lower,CI_Proportion_Upper,Code,Gender,Number,Population,Proportion (%),Region,Risk_Factor,Source_File,Year
75+,35.1,41.8,PHN110,Persons,7337.719,19095.47,38.43,MURRUMBIDGEE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.9,28.2,PHN201,Females,134922.0,507883.6,26.57,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,38.0,42.2,PHN201,Females,55935.92,139413.0,40.12,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,34.7,39.5,PHN201,Females,15919.22,42874.37,37.13,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.7,31.2,PHN201,Males,148838.2,505188.8,29.46,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.0,47.2,PHN201,Males,58460.53,131028.4,44.62,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.5,37.6,PHN201,Males,11396.52,33961.97,33.56,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,26.3,29.6,PHN201,Persons,283403.6,1013072.0,27.98,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.1,44.5,PHN201,Persons,114324.6,270441.4,42.27,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.1,38.2,PHN201,Persons,27418.07,76836.33,35.68,NORTH WESTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,21.4,23.5,PHN202,Females,88216.97,392872.6,22.45,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,31.9,34.5,PHN202,Females,51929.24,156465.8,33.19,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.6,32.7,PHN202,Females,16504.8,53055.7,31.11,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,23.4,25.8,PHN202,Males,94726.49,385234.0,24.59,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,34.8,38.4,PHN202,Males,52249.2,142829.4,36.58,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,23.8,30.4,PHN202,Males,11739.89,43310.47,27.11,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,22.4,24.6,PHN202,Persons,182770.9,778106.6,23.49,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.4,36.2,PHN202,Persons,104159.1,299295.2,34.8,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,27.7,31.1,PHN202,Persons,28352.56,96366.17,29.42,EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,23.2,25.5,PHN203,Females,98655.22,405641.1,24.32,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.6,36.5,PHN203,Females,52908.15,150950.5,35.05,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,30.5,34.0,PHN203,Females,16247.67,50405.29,32.23,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,25.5,28.1,PHN203,Males,106759.2,398792.1,26.77,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,36.9,40.7,PHN203,Males,54518.86,140629.2,38.77,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,25.0,31.9,PHN203,Males,11508.19,40451.42,28.45,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.4,26.6,PHN203,Persons,205202.2,804433.1,25.51,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.3,38.4,PHN203,Persons,107377.3,291579.7,36.83,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,28.8,32.5,PHN203,Persons,27863.19,90856.71,30.67,SOUTH EASTERN MELBOURNE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.5,37.9,PHN204,Females,20820.23,59107.64,35.22,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.2,48.1,PHN204,Females,17227.2,38148.87,45.16,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,38.5,45.1,PHN204,Females,5009.436,11992.33,41.77,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,35.0,40.8,PHN204,Males,21537.01,56798.62,37.92,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,46.4,53.0,PHN204,Males,18545.51,37295.98,49.72,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,32.9,42.4,PHN204,Males,4099.536,10881.26,37.67,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,33.8,39.2,PHN204,Persons,42335.71,115906.3,36.53,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,44.3,50.4,PHN204,Persons,35737.92,75444.85,47.37,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,36.5,43.3,PHN204,Persons,9129.148,22873.59,39.91,GIPPSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,31.9,36.5,PHN205,Females,46037.93,134518.1,34.22,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.6,47.8,PHN205,Females,33784.27,74816.07,45.16,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,39.0,44.7,PHN205,Females,10417.08,24871.2,41.88,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,34.6,39.5,PHN205,Males,48407.47,130744.6,37.02,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,46.8,52.7,PHN205,Males,36741.72,73845.38,49.76,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.4,42.4,PHN205,Males,8218.737,21682.82,37.9,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,33.3,37.9,PHN205,Persons,94379.43,265262.8,35.58,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,44.7,50.1,PHN205,Persons,70449.03,148661.4,47.39,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,37.1,43.1,PHN205,Persons,18684.95,46554.02,40.14,MURRAY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.1,34.4,PHN206,Females,46873.17,145366.9,32.24,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.7,45.7,PHN206,Females,33347.74,77264.27,43.16,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,37.2,42.7,PHN206,Females,10410.17,26054.59,39.96,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.4,36.9,PHN206,Males,49075.01,141660.4,34.64,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,44.7,50.4,PHN206,Males,35031.93,73715.94,47.52,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.6,40.4,PHN206,Males,7627.215,21197.08,35.98,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,31.3,35.5,PHN206,Persons,95885.94,287027.3,33.41,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.7,47.8,PHN206,Persons,68332.63,150980.2,45.26,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,35.5,41.2,PHN206,Persons,18100.21,47251.67,38.31,WESTERN VICTORIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.6,27.0,PHN301,Females,68919.42,266869.6,25.82,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,36.2,39.5,PHN301,Females,36085.22,95305.79,37.86,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.2,37.2,PHN301,Females,10229.15,29077.86,35.18,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.0,29.6,PHN301,Males,73638.25,259772.0,28.35,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,39.8,43.9,PHN301,Males,37370.05,89289.27,41.85,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,27.3,34.8,PHN301,Males,7214.215,23222.16,31.07,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,25.9,28.2,PHN301,Persons,142431.5,526641.6,27.04,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,38.1,41.5,PHN301,Persons,73416.98,184595.1,39.77,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.3,35.6,PHN301,Persons,17511.67,52300.02,33.48,BRISBANE NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.8,27.4,PHN302,Females,79071.0,302712.6,26.12,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,36.3,39.7,PHN302,Females,40119.9,105533.9,38.02,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.4,37.4,PHN302,Females,10295.11,29106.88,35.37,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.2,30.0,PHN302,Males,84889.19,296940.5,28.59,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.1,44.4,PHN302,Males,42134.78,99803.99,42.22,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,27.6,35.1,PHN302,Males,7423.852,23692.88,31.33,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,26.1,28.6,PHN302,Persons,163805.9,599653.2,27.32,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,38.2,41.8,PHN302,Persons,82198.36,205337.9,40.03,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.5,35.8,PHN302,Persons,17783.88,52799.75,33.68,BRISBANE SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.8,27.7,PHN303,Females,40661.47,155019.2,26.23,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.0,38.6,PHN303,Females,23904.91,64973.2,36.79,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,30.8,35.1,PHN303,Females,6510.117,19754.68,32.96,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.3,30.5,PHN303,Males,42269.09,146293.2,28.89,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,38.6,42.9,PHN303,Males,24335.58,59726.04,40.74,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,25.4,32.8,PHN303,Males,4947.456,17001.58,29.1,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,26.1,28.9,PHN303,Persons,82883.66,301312.4,27.51,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,36.8,40.5,PHN303,Persons,48224.97,124699.2,38.67,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.1,33.5,PHN303,Persons,11492.7,36756.26,31.27,GOLD COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,31.4,35.1,PHN304,Females,44819.56,134794.4,33.25,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.0,46.3,PHN304,Females,25657.61,58158.76,44.12,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,38.1,43.2,PHN304,Females,7129.681,17521.23,40.69,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,33.9,37.9,PHN304,Males,46531.34,129554.7,35.92,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,46.3,51.4,PHN304,Males,27988.49,57278.17,48.86,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,32.5,41.1,PHN304,Males,5529.988,15017.62,36.82,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.7,36.4,PHN304,Persons,91300.62,264349.2,34.54,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,44.2,48.7,PHN304,Persons,53585.67,115436.9,46.42,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,36.3,41.7,PHN304,Persons,12695.52,32538.85,39.02,DARLING DOWNS AND WEST MORETON,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,29.4,37.1,PHN305,Females,3001.114,9026.893,33.25,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.8,49.4,PHN305,Females,1276.88,2831.063,45.1,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,36.4,47.3,PHN305,Females,286.319,684.34,41.84,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.0,40.2,PHN305,Males,3368.127,9333.07,36.09,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,46.0,55.4,PHN305,Males,1690.699,3336.162,50.68,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.6,44.9,PHN305,Males,244.287,638.425,38.26,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.8,38.5,PHN305,Persons,6359.962,18359.96,34.64,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,43.7,52.2,PHN305,Persons,2957.595,6167.225,47.96,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,35.2,45.1,PHN305,Persons,531.526,1322.765,40.18,WESTERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.8,31.3,PHN306,Females,55803.18,188879.2,29.54,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,37.1,41.2,PHN306,Females,41753.56,106564.9,39.18,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.6,38.3,PHN306,Females,11899.28,33129.59,35.92,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.2,34.0,PHN306,Males,57813.41,180099.1,32.1,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,41.2,46.0,PHN306,Males,45086.02,103375.3,43.61,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,28.0,35.9,PHN306,Males,9495.057,29710.13,31.96,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,29.0,32.5,PHN306,Persons,113556.8,368978.3,30.78,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,39.2,43.5,PHN306,Persons,86752.03,209940.3,41.32,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.7,36.6,PHN306,Persons,21447.96,62839.73,34.13,CENTRAL QUEENSLAND AND SUNSHINE COAST,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,29.7,33.8,PHN307,Females,50657.9,159643.9,31.73,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.9,45.6,PHN307,Females,28308.13,65491.83,43.22,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,38.0,43.4,PHN307,Females,6879.02,16889.8,40.73,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.5,37.0,PHN307,Males,53817.86,154873.6,34.75,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,45.6,51.0,PHN307,Males,32919.38,68174.7,48.29,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,32.3,41.1,PHN307,Males,5575.285,15210.54,36.65,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,31.1,35.2,PHN307,Persons,104390.2,314517.5,33.19,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,43.3,48.2,PHN307,Persons,61113.05,133666.5,45.72,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,36.0,41.7,PHN307,Persons,12483.28,32100.34,38.89,NORTHERN QUEENSLAND,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.6,28.5,PHN401,Females,80986.56,304899.1,26.56,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.7,40.4,PHN401,Females,50699.57,133256.2,38.05,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,32.2,37.3,PHN401,Females,16514.74,47466.9,34.79,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.1,31.3,PHN401,Males,88295.21,302148.6,29.22,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,39.3,44.8,PHN401,Males,51029.6,121422.9,42.03,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,26.8,34.8,PHN401,Males,11302.52,36714.13,30.78,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,25.9,29.8,PHN401,Persons,169092.2,607047.8,27.86,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,37.5,42.4,PHN401,Persons,101709.9,254679.0,39.94,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,30.6,35.8,PHN401,Persons,27935.61,84181.03,33.18,ADELAIDE,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.8,36.1,PHN402,Females,33964.67,101560.9,33.44,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,40.3,46.3,PHN402,Females,26832.63,61987.35,43.29,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,37.1,43.5,PHN402,Females,7894.525,19578.45,40.32,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,33.3,39.0,PHN402,Males,36315.64,100385.2,36.18,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,44.4,51.0,PHN402,Males,29559.58,62015.49,47.66,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.4,40.8,PHN402,Males,6299.497,17449.82,36.1,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,32.1,37.5,PHN402,Persons,70217.52,201946.0,34.77,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,42.4,48.5,PHN402,Persons,56322.24,124002.8,45.42,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,35.1,41.7,PHN402,Persons,14229.59,37028.27,38.43,COUNTRY SA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,22.1,23.8,PHN501,Females,63742.62,277861.8,22.94,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,31.8,33.9,PHN501,Females,33354.57,101509.5,32.86,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,28.7,31.5,PHN501,Females,9267.071,30774.7,30.11,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.2,26.2,PHN501,Males,69689.44,276327.4,25.22,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.0,38.0,PHN501,Males,35389.67,96964.51,36.5,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,23.2,29.6,PHN501,Males,6529.923,24733.6,26.4,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,23.2,24.9,PHN501,Persons,133278.3,554189.2,24.05,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.5,35.7,PHN501,Persons,68688.99,198474.1,34.61,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,27.0,30.2,PHN501,Persons,15859.01,55508.3,28.57,PERTH NORTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,22.9,25.2,PHN502,Females,60684.69,251941.3,24.09,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.9,36.8,PHN502,Females,33216.99,93981.94,35.34,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.1,34.8,PHN502,Females,9745.082,29557.69,32.97,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,25.1,27.7,PHN502,Males,66791.17,253253.1,26.37,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,37.5,41.3,PHN502,Males,35145.96,89225.22,39.39,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,25.6,32.8,PHN502,Males,7093.912,24309.37,29.18,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,24.1,26.3,PHN502,Persons,127319.0,505194.4,25.2,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.7,38.8,PHN502,Persons,68310.22,183207.2,37.29,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.4,33.4,PHN502,Persons,16898.88,53867.06,31.37,PERTH SOUTH,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,27.5,31.2,PHN503,Females,31071.89,105778.0,29.38,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,37.3,41.6,PHN503,Females,20083.18,50889.78,39.46,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,33.7,38.7,PHN503,Females,4978.462,13756.87,36.19,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.0,34.0,PHN503,Males,32641.22,102066.1,31.98,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,41.5,46.5,PHN503,Males,22661.33,51504.2,44.0,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,28.3,36.4,PHN503,Males,3961.006,12233.88,32.38,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,28.8,32.5,PHN503,Persons,63669.29,207844.1,30.63,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,39.5,43.9,PHN503,Persons,42679.55,102394.0,41.68,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,31.9,37.1,PHN503,Persons,8962.171,25990.74,34.48,COUNTRY WA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,30.6,48.5,PHN601,Females,7247.28972732954,117723.0,39.54,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,35.1,46.2,PHN601,Females,27988.2376564,68881.4889434982,40.63,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,30.6,48.5,PHN601,Females,7247.28972732954,18327.5110565019,39.54,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,28.6,40.0,PHN601,Males,39465.6365913162,115116.0,34.28,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,27.6,40.2,PHN601,Males,21966.5298004757,64858.4909174691,33.87,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.1,36.8,PHN601,Males,,,,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,29.5,37.2,PHN601,Persons,77646.0537232264,232839.0,33.35,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.6,41.1,PHN601,Persons,49954.7674568757,133739.979860967,37.35,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,28.6,42.4,PHN601,Persons,12365.9704301113,34845.020139033,35.49,TASMANIA,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,14.6,52.7,PHN701,Females,726.896440993907,49166.0000000001,33.66,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,29.5,47.1,PHN701,Females,5497.7343921955,14339.6731829762,38.34,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,29.1,34.3,PHN701,Females,,,,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,23.9,35.3,PHN701,Males,14829.6827757573,50052.0000000002,29.63,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.3,52.5,PHN701,Males,7074.62911362651,16496.5021989839,42.89,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,24.9,33.1,PHN701,Males,,,,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,22.2,29.6,PHN701,Persons,25733.025523377,99218.0000000001,25.94,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,33.7,47.8,PHN701,Persons,12572.363505822,30836.1753819601,40.77,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,27.9,32.9,PHN701,Persons,,,,NORTHERN TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,21.1,44.4,PHN801,Females,3714.0226166627,110702.0,32.76,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,26.3,43.6,PHN801,Females,13000.6026603441,37214.0431957152,34.93,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,30.2,33.8,PHN801,Females,,,,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,18.1,28.0,PHN801,Males,24866.6507468718,107814.0,23.06,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,23.3,43.3,PHN801,Males,11639.4716992369,34917.2683935353,33.33,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,23.9,30.9,PHN801,Males,,,,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
18–54,20.1,27.1,PHN801,Persons,51564.1758684141,218516.0,23.6,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
55–74,27.5,40.9,PHN801,Persons,24640.074359581,72131.3115892504,34.16,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
75+,15.4,35.4,PHN801,Persons,5068.28421038074,19926.6884107495,25.43,AUSTRALIAN CAPITAL TERRITORY,Obesity,PHN_OB_AGE_SEX,2017–2018
